Order Number,Order Date and Time,Order_City,Restaurant Type,Total Bill (in Saudi Riyals),Delivery Duration (in minutes),Customer Rating (from 1 to 5 stars),Realistic Rating Order Time,Customer_Rating_Cities,Customer_Rating_Restaurants,Customer_Rating_Order_Time,Customer_Rating_Money_Spent
1155,2024-10-20 00:38:00,Hail,Italian Cuisine,203.69,16,3,3,4.204795204795205,4.233890214797136,4.241217798594848,3.0
1156,2023-10-05 12:54:00,Jeddah,Burger,105.38,4,2,5,4.223851417399804,4.271698113207547,4.327868852459017,5.0
1157,2022-04-11 00:49:00,Jeddah,Pizzeria,468.97,17,4,3,4.223851417399804,4.228944246737841,4.241217798594848,3.0
1158,2023-08-03 22:08:00,Mecca,Bakeries,127.48,13,3,5,4.278721278721279,4.241975308641975,4.18734793187348,5.0
1159,2024-11-16 19:32:00,Khobar,Italian Cuisine,208.61,13,1,5,4.293617021276596,4.233890214797136,4.238207547169812,5.0
1160,2024-06-11 20:37:00,Dammam,Burger,448.97,19,3,3,4.231064237775647,4.271698113207547,4.222477064220183,3.0
1161,2024-01-26 02:36:00,Hail,Seafood,542.75,4,2,5,4.204795204795205,4.227218934911242,4.270471464019852,5.0
1162,2022-05-11 09:34:00,Buraidah,Barbecue,740.05,19,3,3,4.271219512195122,4.260663507109005,4.209134615384615,3.0
1163,2024-09-05 07:14:00,Dammam,Fast Food,483.45,8,3,5,4.231064237775647,4.261648745519714,4.263657957244655,5.0
1164,2023-10-03 01:23:00,Buraidah,Indian Cuisine,396.37,16,4,3,4.271219512195122,4.278230500582072,4.268472906403941,3.0
1165,2023-12-22 18:19:00,Hail,Pizzeria,554.92,17,2,2,4.204795204795205,4.228944246737841,4.261851015801354,2.0
1166,2024-01-29 11:34:00,Tabuk,Pizzeria,557.43,9,1,5,4.244618395303327,4.228944246737841,4.254498714652956,5.0
1167,2024-02-03 18:20:00,Mecca,Vegetarian/Vegan,429.94,8,4,5,4.278721278721279,4.229857819905213,4.261851015801354,5.0
1168,2022-04-15 23:05:00,Mecca,Coffee,437.68,10,4,5,4.278721278721279,4.208937198067633,4.266666666666667,5.0
1169,2022-08-12 13:21:00,Jeddah,Burger,453.66,7,2,5,4.223851417399804,4.271698113207547,4.231578947368421,4.5
1170,2023-05-07 01:46:00,Jeddah,Italian Cuisine,594.78,6,4,5,4.223851417399804,4.233890214797136,4.268472906403941,5.0
1171,2024-02-24 06:48:00,Abha,Italian Cuisine,626.99,6,3,5,4.220661985957873,4.233890214797136,4.230769230769231,5.0
1172,2022-09-17 18:13:00,Mecca,Seafood,699.04,11,5,5,4.278721278721279,4.227218934911242,4.261851015801354,5.0
1173,2024-06-05 09:07:00,Buraidah,Bakeries,40.29,7,2,5,4.271219512195122,4.241975308641975,4.209134615384615,5.0
1174,2022-03-07 02:21:00,Dammam,Fast Food,294.0,19,2,4,4.231064237775647,4.261648745519714,4.270471464019852,4.0
1175,2024-04-11 19:58:00,Jeddah,Vegetarian/Vegan,550.86,8,4,5,4.223851417399804,4.229857819905213,4.238207547169812,5.0
1176,2024-03-01 10:14:00,Abha,Vegetarian/Vegan,63.84,10,2,5,4.220661985957873,4.229857819905213,4.231884057971015,5.0
1177,2022-11-25 03:58:00,Tabuk,Vegetarian/Vegan,304.77,5,5,4,4.244618395303327,4.229857819905213,4.199017199017199,4.0
1178,2023-07-09 16:02:00,Mecca,Burger,559.0,14,4,5,4.278721278721279,4.271698113207547,4.197222222222222,5.0
1179,2022-07-22 01:54:00,Hail,Indian Cuisine,349.87,6,1,5,4.204795204795205,4.278230500582072,4.268472906403941,5.0
1180,2024-12-13 12:52:00,Khobar,Sushi,376.38,15,3,4,4.293617021276596,4.198135198135198,4.327868852459017,4.0
1181,2024-11-02 22:09:00,Jeddah,Sweets,582.75,10,2,4,4.223851417399804,4.297872340425532,4.18734793187348,4.0
1182,2022-03-19 10:22:00,Khobar,Barbecue,535.65,6,4,5,4.293617021276596,4.260663507109005,4.231884057971015,5.0
1183,2023-10-14 22:10:00,Medina,Pizzeria,421.11,6,1,5,4.239393939393939,4.228944246737841,4.18734793187348,5.0
1184,2022-09-04 14:44:00,Dammam,Sushi,402.75,12,4,5,4.231064237775647,4.198135198135198,4.261958997722096,5.0
1185,2022-06-15 07:36:00,Riyadh,Sushi,771.32,11,3,5,4.241127348643007,4.198135198135198,4.263657957244655,5.0
1186,2023-07-02 10:51:00,Riyadh,Coffee,667.68,19,2,3,4.241127348643007,4.208937198067633,4.231884057971015,3.0
1187,2023-09-21 14:12:00,Medina,Indian Cuisine,751.78,15,2,4,4.239393939393939,4.278230500582072,4.261958997722096,4.0
1188,2024-07-26 00:23:00,Khobar,Fast Food,344.27,16,3,2,4.293617021276596,4.261648745519714,4.241217798594848,2.0
1189,2023-04-07 21:14:00,Tabuk,Barbecue,363.57,11,2,5,4.244618395303327,4.260663507109005,4.353808353808354,4.5
1190,2024-08-07 11:19:00,Riyadh,Coffee,309.01,14,2,5,4.241127348643007,4.208937198067633,4.254498714652956,5.0
1191,2023-04-28 11:03:00,Riyadh,Indian Cuisine,69.05,7,3,4,4.241127348643007,4.278230500582072,4.254498714652956,4.0
1192,2024-08-22 16:06:00,Khobar,Italian Cuisine,46.09,9,2,5,4.293617021276596,4.233890214797136,4.197222222222222,5.0
1193,2022-06-12 13:41:00,Jeddah,Coffee,254.23,17,5,3,4.223851417399804,4.208937198067633,4.231578947368421,3.0
1194,2023-09-09 00:15:00,Medina,Fast Food,173.57,14,4,5,4.239393939393939,4.261648745519714,4.241217798594848,5.0
1195,2024-09-08 16:46:00,Abha,Italian Cuisine,530.31,11,4,4,4.220661985957873,4.233890214797136,4.197222222222222,4.0
1196,2024-11-10 20:59:00,Jeddah,Italian Cuisine,265.99,18,1,3,4.223851417399804,4.233890214797136,4.222477064220183,3.0
1197,2023-04-06 23:54:00,Jeddah,Vegetarian/Vegan,437.0,9,1,4,4.223851417399804,4.229857819905213,4.266666666666667,4.666666666666667
1198,2022-09-20 12:40:00,Medina,Italian Cuisine,763.91,8,2,5,4.239393939393939,4.233890214797136,4.327868852459017,5.0
1199,2023-10-02 05:55:00,Dammam,Fast Food,462.9,4,1,4,4.231064237775647,4.261648745519714,4.259345794392523,4.0
1200,2023-05-06 23:31:00,Abha,Vegetarian/Vegan,473.48,5,2,4,4.220661985957873,4.229857819905213,4.266666666666667,4.0
1201,2024-11-21 05:28:00,Riyadh,Seafood,88.23,4,3,5,4.241127348643007,4.227218934911242,4.259345794392523,5.0
1202,2024-07-24 19:35:00,Hail,Barbecue,637.12,5,3,5,4.204795204795205,4.260663507109005,4.238207547169812,5.0
1203,2022-02-12 10:07:00,Hail,Italian Cuisine,703.3,16,3,4,4.204795204795205,4.233890214797136,4.231884057971015,4.0
1204,2023-03-17 23:12:00,Riyadh,Seafood,448.49,5,2,5,4.241127348643007,4.227218934911242,4.266666666666667,5.0
1205,2022-09-23 17:09:00,Medina,Barbecue,767.44,12,4,5,4.239393939393939,4.260663507109005,4.21123595505618,5.0
1206,2023-10-01 12:05:00,Abha,Seafood,298.02,10,3,5,4.220661985957873,4.227218934911242,4.327868852459017,5.0
1207,2022-06-19 14:59:00,Khobar,Sushi,632.26,14,2,5,4.293617021276596,4.198135198135198,4.261958997722096,5.0
1208,2022-01-22 03:24:00,Mecca,Coffee,329.98,11,2,4,4.278721278721279,4.208937198067633,4.199017199017199,4.0
1209,2023-03-14 06:42:00,Buraidah,Barbecue,377.39,11,1,4,4.271219512195122,4.260663507109005,4.230769230769231,4.0
1210,2024-01-13 12:27:00,Tabuk,Pizzeria,278.95,16,3,3,4.244618395303327,4.228944246737841,4.327868852459017,3.0
1211,2024-07-30 18:59:00,Hail,Seafood,135.3,17,4,4,4.204795204795205,4.227218934911242,4.261851015801354,4.0
1212,2023-12-31 12:16:00,Jeddah,Bakeries,390.11,19,3,3,4.223851417399804,4.241975308641975,4.327868852459017,3.0
1213,2024-06-04 20:06:00,Buraidah,Pizzeria,753.72,7,4,4,4.271219512195122,4.228944246737841,4.222477064220183,4.0
1214,2023-05-28 21:50:00,Jeddah,Italian Cuisine,87.89,15,4,4,4.223851417399804,4.233890214797136,4.353808353808354,4.0
1215,2022-05-03 20:32:00,Jeddah,Sweets,371.38,13,1,5,4.223851417399804,4.297872340425532,4.222477064220183,5.0
1216,2023-07-04 14:06:00,Dammam,Seafood,771.31,6,5,4,4.231064237775647,4.227218934911242,4.261958997722096,4.0
1217,2023-05-02 00:28:00,Khobar,Fast Food,348.82,10,2,5,4.293617021276596,4.261648745519714,4.241217798594848,5.0
1218,2022-02-19 15:12:00,Tabuk,Sweets,791.76,5,2,4,4.244618395303327,4.297872340425532,4.225882352941176,4.0
1219,2023-10-11 12:38:00,Mecca,Coffee,387.9,19,2,3,4.278721278721279,4.208937198067633,4.327868852459017,3.0
1220,2023-02-07 16:31:00,Medina,Burger,364.92,9,4,4,4.239393939393939,4.271698113207547,4.197222222222222,4.0
1221,2023-04-17 03:33:00,Hail,Indian Cuisine,391.18,11,2,4,4.204795204795205,4.278230500582072,4.199017199017199,4.0
1222,2024-09-16 04:26:00,Dammam,Sweets,38.15,14,4,5,4.231064237775647,4.297872340425532,4.286407766990291,5.0
1223,2023-09-15 16:04:00,Tabuk,Coffee,619.1,12,3,5,4.244618395303327,4.208937198067633,4.197222222222222,4.5
1224,2023-09-09 07:19:00,Dammam,Pizzeria,378.07,11,4,4,4.231064237775647,4.228944246737841,4.263657957244655,4.0
1225,2022-06-02 12:27:00,Mecca,Barbecue,618.36,16,5,2,4.278721278721279,4.260663507109005,4.327868852459017,2.0
1226,2023-08-12 22:03:00,Khobar,Fast Food,101.94,14,3,5,4.293617021276596,4.261648745519714,4.18734793187348,5.0
1227,2024-09-08 21:11:00,Riyadh,Vegetarian/Vegan,390.09,8,2,5,4.241127348643007,4.229857819905213,4.353808353808354,5.0
1228,2023-10-03 06:16:00,Khobar,Barbecue,39.45,9,1,4,4.293617021276596,4.260663507109005,4.230769230769231,4.0
1229,2024-05-12 01:42:00,Tabuk,Coffee,678.01,14,1,4,4.244618395303327,4.208937198067633,4.268472906403941,4.0
1230,2023-09-18 13:45:00,Buraidah,Indian Cuisine,788.49,14,4,4,4.271219512195122,4.278230500582072,4.231578947368421,4.0
1231,2023-04-07 20:18:00,Riyadh,Italian Cuisine,111.79,19,2,4,4.241127348643007,4.233890214797136,4.222477064220183,4.0
1232,2024-06-29 11:22:00,Khobar,Bakeries,770.7,18,5,3,4.293617021276596,4.241975308641975,4.254498714652956,3.0
1233,2024-08-23 03:52:00,Hail,Burger,742.25,19,4,4,4.204795204795205,4.271698113207547,4.199017199017199,4.0
1234,2022-02-19 21:55:00,Buraidah,Italian Cuisine,502.39,11,4,5,4.271219512195122,4.233890214797136,4.353808353808354,3.5
1235,2024-02-08 01:12:00,Hail,Barbecue,559.93,12,3,4,4.204795204795205,4.260663507109005,4.268472906403941,4.0
1236,2023-12-14 00:36:00,Khobar,Burger,660.48,12,1,5,4.293617021276596,4.271698113207547,4.241217798594848,5.0
1237,2023-02-25 01:13:00,Medina,Fast Food,229.72,6,3,4,4.239393939393939,4.261648745519714,4.268472906403941,4.0
1238,2024-07-03 02:05:00,Abha,Italian Cuisine,54.07,13,3,4,4.220661985957873,4.233890214797136,4.270471464019852,4.0
1239,2022-11-26 18:14:00,Mecca,Sushi,406.34,8,4,5,4.278721278721279,4.198135198135198,4.261851015801354,5.0
1240,2022-09-08 12:04:00,Riyadh,Pizzeria,144.74,20,3,2,4.241127348643007,4.228944246737841,4.327868852459017,2.0
1241,2022-04-27 08:53:00,Mecca,Burger,406.67,6,3,4,4.278721278721279,4.271698113207547,4.163461538461538,4.0
1242,2024-01-17 21:00:00,Abha,Indian Cuisine,316.51,14,1,5,4.220661985957873,4.278230500582072,4.353808353808354,5.0
1243,2022-10-11 13:33:00,Khobar,Burger,298.72,15,2,4,4.293617021276596,4.271698113207547,4.231578947368421,4.0
1244,2023-01-02 14:48:00,Dammam,Indian Cuisine,122.01,17,3,3,4.231064237775647,4.278230500582072,4.261958997722096,3.0
1245,2022-01-18 03:18:00,Mecca,Seafood,40.08,18,4,4,4.278721278721279,4.227218934911242,4.199017199017199,4.0
1246,2025-01-29 00:40:00,Jeddah,Burger,495.88,13,2,4,4.223851417399804,4.271698113207547,4.241217798594848,4.0
1247,2022-05-02 09:30:00,Abha,Italian Cuisine,314.91,6,4,4,4.220661985957873,4.233890214797136,4.209134615384615,4.0
1248,2023-07-17 03:01:00,Tabuk,Coffee,682.36,18,4,2,4.244618395303327,4.208937198067633,4.199017199017199,2.0
1249,2022-07-09 09:19:00,Abha,Seafood,95.36,6,2,5,4.220661985957873,4.227218934911242,4.209134615384615,5.0
1250,2024-01-05 06:49:00,Medina,Burger,785.68,20,5,3,4.239393939393939,4.271698113207547,4.230769230769231,3.0
1251,2022-10-07 20:00:00,Mecca,Seafood,523.82,5,3,5,4.278721278721279,4.227218934911242,4.222477064220183,5.0
1252,2022-09-09 01:58:00,Tabuk,Burger,690.71,18,2,3,4.244618395303327,4.271698113207547,4.268472906403941,3.0
1253,2024-07-12 12:28:00,Mecca,Burger,478.93,8,3,5,4.278721278721279,4.271698113207547,4.327868852459017,5.0
1254,2022-11-30 16:57:00,Khobar,Vegetarian/Vegan,169.86,6,3,4,4.293617021276596,4.229857819905213,4.197222222222222,4.0
1255,2022-06-12 18:09:00,Tabuk,Burger,384.4,15,4,5,4.244618395303327,4.271698113207547,4.261851015801354,5.0
1256,2024-03-06 06:58:00,Medina,Pizzeria,365.83,13,3,4,4.239393939393939,4.228944246737841,4.230769230769231,4.0
1257,2022-05-24 14:42:00,Riyadh,Bakeries,653.22,5,4,5,4.241127348643007,4.241975308641975,4.261958997722096,5.0
1258,2024-05-10 04:42:00,Hail,Sushi,236.97,10,1,5,4.204795204795205,4.198135198135198,4.286407766990291,5.0
1259,2022-03-13 14:00:00,Medina,Bakeries,410.82,12,5,5,4.239393939393939,4.241975308641975,4.261958997722096,5.0
1260,2023-02-04 04:18:00,Abha,Italian Cuisine,271.29,13,1,5,4.220661985957873,4.233890214797136,4.286407766990291,5.0
1261,2022-05-03 08:10:00,Jeddah,Bakeries,243.77,7,2,5,4.223851417399804,4.241975308641975,4.163461538461538,5.0
1262,2024-05-22 23:10:00,Riyadh,Burger,305.47,9,3,4,4.241127348643007,4.271698113207547,4.266666666666667,4.5
1263,2024-11-03 05:56:00,Jeddah,Seafood,474.72,15,1,4,4.223851417399804,4.227218934911242,4.259345794392523,4.0
1264,2024-04-12 15:01:00,Abha,Seafood,54.17,13,4,5,4.220661985957873,4.227218934911242,4.225882352941176,5.0
1265,2024-06-14 17:30:00,Mecca,Seafood,329.1,7,2,5,4.278721278721279,4.227218934911242,4.21123595505618,5.0
1266,2022-09-24 22:45:00,Medina,Bakeries,37.54,17,3,3,4.239393939393939,4.241975308641975,4.18734793187348,3.0
1267,2024-09-02 22:06:00,Riyadh,Italian Cuisine,603.6,19,3,4,4.241127348643007,4.233890214797136,4.18734793187348,4.0
1268,2024-06-24 05:17:00,Riyadh,Bakeries,230.15,6,3,4,4.241127348643007,4.241975308641975,4.259345794392523,4.0
1269,2024-01-18 05:49:00,Dammam,Bakeries,187.21,10,5,5,4.231064237775647,4.241975308641975,4.259345794392523,5.0
1270,2024-08-27 08:14:00,Riyadh,Sweets,64.44,15,4,5,4.241127348643007,4.297872340425532,4.163461538461538,5.0
1271,2022-12-17 11:12:00,Tabuk,Vegetarian/Vegan,770.38,12,3,4,4.244618395303327,4.229857819905213,4.254498714652956,4.0
1272,2023-02-25 22:09:00,Tabuk,Barbecue,797.9,14,5,5,4.244618395303327,4.260663507109005,4.18734793187348,5.0
1273,2023-04-30 07:57:00,Dammam,Indian Cuisine,750.47,12,2,5,4.231064237775647,4.278230500582072,4.263657957244655,5.0
1274,2022-12-11 05:01:00,Mecca,Coffee,517.94,4,2,5,4.278721278721279,4.208937198067633,4.259345794392523,5.0
1275,2022-05-01 08:15:00,Jeddah,Indian Cuisine,788.06,14,2,4,4.223851417399804,4.278230500582072,4.163461538461538,4.0
1276,2024-09-11 21:57:00,Buraidah,Indian Cuisine,197.92,14,4,5,4.271219512195122,4.278230500582072,4.353808353808354,5.0
1277,2022-05-02 06:44:00,Mecca,Vegetarian/Vegan,165.16,15,4,5,4.278721278721279,4.229857819905213,4.230769230769231,5.0
1278,2023-03-01 19:49:00,Hail,Burger,673.27,16,4,3,4.204795204795205,4.271698113207547,4.238207547169812,3.0
1279,2022-10-08 22:29:00,Dammam,Italian Cuisine,715.09,10,4,5,4.231064237775647,4.233890214797136,4.18734793187348,5.0
1280,2024-05-19 00:13:00,Abha,Burger,459.49,17,4,4,4.220661985957873,4.271698113207547,4.241217798594848,4.0
1281,2022-12-03 05:50:00,Khobar,Seafood,629.81,8,3,4,4.293617021276596,4.227218934911242,4.259345794392523,4.5
1282,2023-08-18 16:10:00,Hail,Pizzeria,306.5,13,1,5,4.204795204795205,4.228944246737841,4.197222222222222,5.0
1283,2023-08-20 23:39:00,Dammam,Vegetarian/Vegan,129.56,11,1,4,4.231064237775647,4.229857819905213,4.266666666666667,4.0
1284,2024-03-18 13:08:00,Buraidah,Indian Cuisine,622.69,12,5,5,4.271219512195122,4.278230500582072,4.231578947368421,5.0
1285,2023-12-14 05:56:00,Dammam,Sushi,719.25,17,5,3,4.231064237775647,4.198135198135198,4.259345794392523,3.0
1286,2023-01-08 05:56:00,Khobar,Coffee,544.81,7,5,5,4.293617021276596,4.208937198067633,4.259345794392523,5.0
1287,2022-07-02 07:04:00,Riyadh,Sweets,397.19,16,2,2,4.241127348643007,4.297872340425532,4.263657957244655,2.0
1288,2024-05-09 20:01:00,Jeddah,Indian Cuisine,664.8,12,5,5,4.223851417399804,4.278230500582072,4.222477064220183,5.0
1289,2025-01-10 01:38:00,Khobar,Coffee,186.23,15,2,5,4.293617021276596,4.208937198067633,4.268472906403941,5.0
1290,2023-01-08 12:54:00,Dammam,Indian Cuisine,620.74,16,2,3,4.231064237775647,4.278230500582072,4.327868852459017,3.0
1291,2024-09-10 17:10:00,Dammam,Coffee,349.5,8,2,5,4.231064237775647,4.208937198067633,4.21123595505618,5.0
1292,2022-06-10 01:12:00,Dammam,Italian Cuisine,583.58,4,2,4,4.231064237775647,4.233890214797136,4.268472906403941,4.0
1293,2023-06-28 07:44:00,Buraidah,Sushi,648.41,11,5,5,4.271219512195122,4.198135198135198,4.263657957244655,5.0
1294,2024-03-05 20:41:00,Riyadh,Barbecue,285.29,6,3,5,4.241127348643007,4.260663507109005,4.222477064220183,5.0
1295,2023-06-01 23:45:00,Khobar,Bakeries,446.62,10,5,5,4.293617021276596,4.241975308641975,4.266666666666667,5.0
1296,2023-02-14 04:53:00,Khobar,Indian Cuisine,655.84,6,3,5,4.293617021276596,4.278230500582072,4.286407766990291,5.0
1297,2022-02-01 13:50:00,Abha,Pizzeria,615.0,15,4,5,4.220661985957873,4.228944246737841,4.231578947368421,5.0
1298,2022-07-19 06:56:00,Hail,Barbecue,561.98,18,2,2,4.204795204795205,4.260663507109005,4.230769230769231,2.0
1299,2024-07-28 23:40:00,Dammam,Burger,709.35,9,3,5,4.231064237775647,4.271698113207547,4.266666666666667,5.0
1300,2023-04-13 23:50:00,Jeddah,Burger,137.32,11,3,4,4.223851417399804,4.271698113207547,4.266666666666667,4.0
1301,2023-04-01 23:12:00,Buraidah,Sushi,158.92,17,3,4,4.271219512195122,4.198135198135198,4.266666666666667,4.0
1302,2024-01-21 21:39:00,Hail,Italian Cuisine,474.58,16,3,3,4.204795204795205,4.233890214797136,4.353808353808354,3.0
1303,2022-02-16 12:18:00,Medina,Coffee,560.17,7,2,4,4.239393939393939,4.208937198067633,4.327868852459017,4.5
1304,2022-04-03 07:36:00,Buraidah,Seafood,541.66,13,3,5,4.271219512195122,4.227218934911242,4.263657957244655,4.0
1305,2022-03-06 12:54:00,Buraidah,Sushi,134.64,12,3,4,4.271219512195122,4.198135198135198,4.327868852459017,4.0
1306,2022-03-27 23:11:00,Hail,Pizzeria,58.97,19,3,4,4.204795204795205,4.228944246737841,4.266666666666667,4.0
1307,2023-10-05 01:18:00,Medina,Indian Cuisine,277.58,20,3,3,4.239393939393939,4.278230500582072,4.268472906403941,3.0
1308,2024-11-13 01:54:00,Buraidah,Sweets,655.49,6,3,5,4.271219512195122,4.297872340425532,4.268472906403941,5.0
1309,2023-05-25 23:56:00,Dammam,Bakeries,681.07,7,4,5,4.231064237775647,4.241975308641975,4.266666666666667,5.0
1310,2024-08-31 20:10:00,Dammam,Coffee,516.54,17,4,3,4.231064237775647,4.208937198067633,4.222477064220183,3.0
1311,2022-11-24 13:56:00,Mecca,Coffee,338.54,4,3,5,4.278721278721279,4.208937198067633,4.231578947368421,4.5
1312,2023-11-12 15:50:00,Buraidah,Pizzeria,639.43,15,2,4,4.271219512195122,4.228944246737841,4.225882352941176,4.0
1313,2023-09-17 03:13:00,Tabuk,Pizzeria,200.13,15,2,4,4.244618395303327,4.228944246737841,4.199017199017199,4.0
1314,2023-08-02 20:39:00,Hail,Fast Food,742.29,10,3,5,4.204795204795205,4.261648745519714,4.222477064220183,4.5
1315,2022-01-01 06:54:00,Dammam,Sweets,284.87,19,3,3,4.231064237775647,4.297872340425532,4.230769230769231,3.0
1316,2022-04-17 14:53:00,Khobar,Bakeries,389.24,8,4,4,4.293617021276596,4.241975308641975,4.261958997722096,4.0
1317,2023-08-24 16:51:00,Khobar,Pizzeria,492.62,6,3,5,4.293617021276596,4.228944246737841,4.197222222222222,5.0
1318,2023-03-21 02:19:00,Buraidah,Fast Food,750.02,13,4,5,4.271219512195122,4.261648745519714,4.270471464019852,5.0
1319,2023-01-13 00:56:00,Mecca,Bakeries,784.2,11,2,4,4.278721278721279,4.241975308641975,4.241217798594848,4.5
1320,2022-10-11 11:33:00,Medina,Vegetarian/Vegan,689.73,8,3,5,4.239393939393939,4.229857819905213,4.254498714652956,5.0
1321,2022-04-18 13:09:00,Hail,Vegetarian/Vegan,228.19,11,2,5,4.204795204795205,4.229857819905213,4.231578947368421,5.0
1322,2022-07-15 00:09:00,Abha,Indian Cuisine,567.72,12,2,5,4.220661985957873,4.278230500582072,4.241217798594848,5.0
1323,2024-07-24 04:18:00,Mecca,Pizzeria,135.54,8,4,5,4.278721278721279,4.228944246737841,4.286407766990291,5.0
1324,2022-01-28 06:39:00,Hail,Burger,106.28,13,3,4,4.204795204795205,4.271698113207547,4.230769230769231,4.0
1325,2022-01-09 21:48:00,Abha,Seafood,496.91,11,3,5,4.220661985957873,4.227218934911242,4.353808353808354,5.0
1326,2024-03-18 16:12:00,Medina,Coffee,323.71,6,2,4,4.239393939393939,4.208937198067633,4.197222222222222,4.0
1327,2023-07-22 00:31:00,Buraidah,Fast Food,551.46,7,2,4,4.271219512195122,4.261648745519714,4.241217798594848,4.0
1328,2022-05-07 20:07:00,Riyadh,Bakeries,313.32,15,2,5,4.241127348643007,4.241975308641975,4.222477064220183,5.0
1329,2024-09-29 04:59:00,Tabuk,Burger,393.23,6,2,4,4.244618395303327,4.271698113207547,4.286407766990291,4.0
1330,2024-12-23 13:16:00,Tabuk,Bakeries,326.9,9,3,4,4.244618395303327,4.241975308641975,4.231578947368421,4.0
1331,2024-02-27 13:07:00,Jeddah,Italian Cuisine,352.69,5,2,4,4.223851417399804,4.233890214797136,4.231578947368421,4.0
1332,2024-02-04 23:41:00,Mecca,Italian Cuisine,632.99,4,5,5,4.278721278721279,4.233890214797136,4.266666666666667,5.0
1333,2024-09-07 15:21:00,Khobar,Barbecue,734.2,12,2,5,4.293617021276596,4.260663507109005,4.225882352941176,4.5
1334,2024-07-13 19:23:00,Hail,Barbecue,198.65,20,2,4,4.204795204795205,4.260663507109005,4.238207547169812,4.0
1335,2022-09-30 17:36:00,Medina,Vegetarian/Vegan,399.05,7,3,5,4.239393939393939,4.229857819905213,4.21123595505618,5.0
1336,2023-09-08 04:57:00,Medina,Vegetarian/Vegan,518.43,4,3,4,4.239393939393939,4.229857819905213,4.286407766990291,4.0
1337,2022-09-04 21:00:00,Abha,Burger,190.61,14,4,5,4.220661985957873,4.271698113207547,4.353808353808354,5.0
1338,2024-08-20 05:44:00,Mecca,Italian Cuisine,689.66,12,1,4,4.278721278721279,4.233890214797136,4.259345794392523,3.5
1339,2024-08-01 01:17:00,Jeddah,Burger,619.13,10,2,5,4.223851417399804,4.271698113207547,4.268472906403941,5.0
1340,2024-01-05 19:52:00,Buraidah,Barbecue,759.43,11,5,5,4.271219512195122,4.260663507109005,4.238207547169812,5.0
1341,2024-02-11 05:37:00,Mecca,Sweets,428.43,11,4,5,4.278721278721279,4.297872340425532,4.259345794392523,5.0
1342,2022-12-04 12:35:00,Dammam,Seafood,366.58,14,1,5,4.231064237775647,4.227218934911242,4.327868852459017,5.0
1343,2023-11-01 14:09:00,Riyadh,Seafood,714.95,18,2,2,4.241127348643007,4.227218934911242,4.261958997722096,2.0
1344,2024-09-10 13:29:00,Mecca,Fast Food,717.4,7,2,5,4.278721278721279,4.261648745519714,4.231578947368421,4.0
1345,2024-01-13 23:15:00,Riyadh,Seafood,481.47,6,3,5,4.241127348643007,4.227218934911242,4.266666666666667,5.0
1346,2022-04-01 21:04:00,Dammam,Indian Cuisine,689.74,13,1,5,4.231064237775647,4.278230500582072,4.353808353808354,5.0
1347,2022-01-30 10:48:00,Mecca,Fast Food,594.83,5,3,4,4.278721278721279,4.261648745519714,4.231884057971015,4.0
1348,2023-03-27 09:46:00,Tabuk,Vegetarian/Vegan,765.97,19,4,3,4.244618395303327,4.229857819905213,4.209134615384615,3.0
1349,2023-12-01 06:51:00,Medina,Vegetarian/Vegan,95.14,18,2,4,4.239393939393939,4.229857819905213,4.230769230769231,4.5
1350,2023-07-20 07:36:00,Buraidah,Pizzeria,782.74,5,4,5,4.271219512195122,4.228944246737841,4.263657957244655,5.0
1351,2022-05-30 07:53:00,Riyadh,Barbecue,396.99,10,4,5,4.241127348643007,4.260663507109005,4.263657957244655,5.0
1352,2022-05-13 01:24:00,Dammam,Seafood,172.21,15,2,4,4.231064237775647,4.227218934911242,4.268472906403941,4.5
1353,2024-01-15 12:13:00,Mecca,Barbecue,384.16,7,4,5,4.278721278721279,4.260663507109005,4.327868852459017,5.0
1354,2022-06-19 20:10:00,Jeddah,Italian Cuisine,167.25,16,2,3,4.223851417399804,4.233890214797136,4.222477064220183,3.0
1355,2023-11-03 16:52:00,Medina,Sweets,439.92,19,5,3,4.239393939393939,4.297872340425532,4.197222222222222,3.0
1356,2022-07-07 17:15:00,Dammam,Burger,401.43,18,1,3,4.231064237775647,4.271698113207547,4.21123595505618,3.0
1357,2022-09-18 20:40:00,Khobar,Pizzeria,243.64,19,1,3,4.293617021276596,4.228944246737841,4.222477064220183,4.0
1358,2024-03-05 00:29:00,Medina,Seafood,367.33,16,2,3,4.239393939393939,4.227218934911242,4.241217798594848,4.0
1359,2024-05-07 15:36:00,Jeddah,Fast Food,202.22,18,1,4,4.223851417399804,4.261648745519714,4.225882352941176,4.0
1360,2023-11-22 15:27:00,Dammam,Burger,142.67,13,2,4,4.231064237775647,4.271698113207547,4.225882352941176,4.0
1361,2023-01-13 05:28:00,Buraidah,Bakeries,438.98,18,5,3,4.271219512195122,4.241975308641975,4.259345794392523,3.0
1362,2023-03-09 23:43:00,Mecca,Bakeries,52.56,10,2,5,4.278721278721279,4.241975308641975,4.266666666666667,5.0
1363,2022-03-27 15:13:00,Riyadh,Burger,760.54,20,4,3,4.241127348643007,4.271698113207547,4.225882352941176,3.0
1364,2024-07-03 05:28:00,Mecca,Vegetarian/Vegan,219.03,19,4,4,4.278721278721279,4.229857819905213,4.259345794392523,4.0
